Source,Target
940292815438929921,2578052404
940292815438929921,1000390695448915968
940292815438929921,148050660
940292815438929921,177878056
940292815438929921,386511871
940292815438929921,954995594371780608
940292815438929921,301992412
940292815438929921,831566678236528640
940292815438929921,2785738720
940292815438929921,1556312666
940292815438929921,432472316
940292815438929921,737233371324121088
940292815438929921,568927787
940292815438929921,925236980153241600
940292815438929921,1194745704
940292815438929921,1251092803
940292815438929921,121468956
940292815438929921,293400142
940292815438929921,314135200
940292815438929921,301363975
940292815438929921,2757964526
940292815438929921,553740774
940292815438929921,3435267399
940292815438929921,120049170
940292815438929921,2974844289
940292815438929921,927664856
940292815438929921,297856239
940292815438929921,306936532
940292815438929921,40224333
940292815438929921,1101800815
940292815438929921,287710136
940292815438929921,1552602157
940292815438929921,9261662
940292815438929921,442951256
940292815438929921,118479677
940292815438929921,5244621
940292815438929921,80625624
940292815438929921,252982707
940292815438929921,472363933
940292815438929921,129596166
940292815438929921,943927304
940292815438929921,1920084194
940292815438929921,14902471
940292815438929921,297628101
940292815438929921,232127196
1126137953355538435,848050412
1126137953355538435,376442285
1126137953355538435,997477985417613184
1126137953355538435,1037622830211444736
1126137953355538435,2335593372
1126137953355538435,482887422
1126137953355538435,2525674150
1126137953355538435,313454563
1126137953355538435,400024956
1126137953355538435,924654570529280000
1126137953355538435,941999574
1126137953355538435,2777680919
1126137953355538435,1212447145065795584
1126137953355538435,1215769409006047232
1126137953355538435,301458256
1126137953355538435,259315470
1126137953355538435,980615733523763200
1126137953355538435,763642761895632896
1126137953355538435,265726479
1126137953355538435,343968975
1126137953355538435,3179861519
1126137953355538435,541697427
1126137953355538435,494192293
1126137953355538435,238955480
1126137953355538435,129985721
1126137953355538435,304540970
1126137953355538435,808323322681430016
1126137953355538435,4846823103
1126137953355538435,700658159245897728
1126137953355538435,2823658293
1126137953355538435,118658200
1126137953355538435,1044498668773146624
905756684,130582940
905756684,389908307
905756684,108489052
905756684,165724114
905756684,223412622
905756684,226968014
905756684,849669852868595712
905756684,14902471
905756684,909370206056787968
905756684,1073263530768547840
905756684,2901482299
905756684,1254197567048560640
905756684,804230238607732736
905756684,372195154
905756684,1043045280244015232
905756684,2653491666
905756684,941451006
905756684,2885712952
905756684,28185747
905756684,22628099
905756684,1099166270
905756684,1218855709875548160
905756684,244102421
905756684,282116008
905756684,2962061980
905756684,290259265
905756684,348315827
905756684,151016403
905756684,698888332953174016
905756684,143760279
905756684,520546627
905756684,154229481
905756684,997147100780654592
905756684,3416174729
905756684,372809166
905756684,516385314
905756684,128179469
905756684,113059166
905756684,31676814
905756684,1379218717
905756684,2831489003
905756684,425913215
905756684,1012996154
905756684,273902151
905756684,2225009647
905756684,86917075
905756684,219956087
905756684,32530418
905756684,621847879
905756684,617035742
905756684,1249571202
905756684,123842746
905756684,74212454
905756684,2427544598
905756684,125397419
905756684,715103172818288640
905756684,2914046680
905756684,270069588
905756684,206698353
905756684,160600484
905756684,25991280
905756684,3543404475
905756684,76289500
905756684,47922583
905756684,1286184110
905756684,41583102
905756684,142331814
905756684,262254309
905756684,20528789
905756684,1071500322
905756684,881936659
905756684,523568422
905756684,84053338
905756684,256025198
905756684,74161617
1217798050661400581,1185277918697656320
1217798050661400581,1422855147642925056
1217798050661400581,2801477224
1217798050661400581,1411225417
1217798050661400581,3180591257
1217798050661400581,776894829536174080
1217798050661400581,856556473
1217798050661400581,1483011264
1217798050661400581,837069790728581120
1217798050661400581,1179768834686889984
1217798050661400581,1389664322390044672
1217798050661400581,136782476
1217798050661400581,1923788726
1217798050661400581,941999574
1217798050661400581,1185489490367930368
1217798050661400581,761265888138067968
1217798050661400581,1036733914868535168
1217798050661400581,1047888289
1217798050661400581,916401257404911616
1217798050661400581,501836277
1217798050661400581,898924010960015360
1217798050661400581,1184887447316062208
1217798050661400581,3061785515
1217798050661400581,940354182212616192
1217798050661400581,120049170
1217798050661400581,1715701052
1217798050661400581,2492821183
1217798050661400581,475633120
1217798050661400581,1215725567116554240
1217798050661400581,3361911605
1217798050661400581,280002552
1217798050661400581,792096612080287744
1217798050661400581,506371492
1217798050661400581,1420439120
1217798050661400581,468286576
1217798050661400581,186979903
1217798050661400581,1065579556508192768
1217798050661400581,306464226
1217798050661400581,185663605
1217798050661400581,806914910
1217798050661400581,303110419
1217798050661400581,625877136
1217798050661400581,825657906733383680
1217798050661400581,460093827
1217798050661400581,1207980908206313472
1217798050661400581,2817788996
1217798050661400581,3145429216
1217798050661400581,924654570529280000
1217798050661400581,123181087
1217798050661400581,950441600
1217798050661400581,388515771
1217798050661400581,954995594371780608
1217798050661400581,2720891199
1217798050661400581,1101800815
2594791440,808392722801430528
2594791440,1971030559
2594791440,1097953645239382016
2594791440,1208441448
2594791440,1032370763767197698
2594791440,213040410
2594791440,986200416558952449
2594791440,637285551
2594791440,886153894585303040
2594791440,913324176018149376
2594791440,3345273221
2594791440,871505783040724992
2594791440,281102283
2594791440,3432205816
2594791440,1128829723
2594791440,263697071
2594791440,2318919882
2594791440,244457277
284737562,1377508237
284737562,845050776011591681
284737562,1351525075636334596
284737562,1158868650943811584
284737562,494192293
284737562,837023226777718784
284737562,3448424537
284737562,1025035428
284737562,405392911
284737562,624721443
284737562,864720970556334080
284737562,284606564
899498011,1944813044
899498011,426040196
899498011,424449006
899498011,314135200
899498011,73724257
899498011,141996799
899498011,238311263
899498011,334016425
899498011,251991815
899498011,3014280700
899498011,297628101
899498011,470292454
899498011,44003331
899498011,1678851133
899498011,183782853
899498011,298157871
899498011,228448925
899498011,1032829297
899498011,3385594173
899498011,1533709152
899498011,1584068149
899498011,969872298
899498011,701490767
899498011,299300002
899498011,1894688462
899498011,245010387
899498011,303815716
899498011,847451090
899498011,1197364472
899498011,371455105
2789711905,130582940
2789711905,980733770386026368
2789711905,88643806
2789711905,220353447
2789711905,715619472103575552
2789711905,3304388831
2789711905,374972179
2789711905,287342872
2789711905,372809166
2789711905,223412622
2789711905,210202342
2789711905,299300002
2789711905,186979903
2789711905,715210400665575425
743487720065011712,245811561
743487720065011712,1111282427396268032
743487720065011712,1048016570
743487720065011712,494192293
743487720065011712,965249295728422912
743487720065011712,4405192696
743487720065011712,937663471289880576
743487720065011712,299300002
743487720065011712,250621001
743487720065011712,2989208337
743487720065011712,550521499
743487720065011712,4333042306
743487720065011712,2921653967
163569739,130582940
163569739,20760565
163569739,283143062
163569739,3115089646
163569739,299300002
163569739,2840216009
163569739,4164910119
163569739,1356289484
163569739,59753785
163569739,421881152
163569739,284606564
163569739,1463723012
163569739,167335610
163569739,244457277
163569739,737056555250638848
163569739,2821348929
814239703939616768,1444080444006404097
814239703939616768,1371093594761748482
814239703939616768,1047888289
814239703939616768,1185277918697656320
814239703939616768,1207980908206313473
814239703939616768,1179768834686889987
814239703939616768,2817788996
814239703939616768,1065579556508192769
814239703939616768,792096612080287744
814239703939616768,1715701052
814239703939616768,771307590391242752
814239703939616768,308616565
814239703939616768,924654570529280001
814239703939616768,1411225417
814239703939616768,864827592
814239703939616768,625877136
814239703939616768,306464226
814239703939616768,825657906733383681
814239703939616768,2720891199
814239703939616768,460093827
814239703939616768,418898601
814239703939616768,257905186
814239703939616768,186979903
814239703939616768,185663605
773551440396750848,13955192
773551440396750848,2900949999
773551440396750848,1531006597
773551440396750848,822876702
773551440396750848,914058116047802368
773551440396750848,470292454
773551440396750848,2178533216
773551440396750848,927140890484846592
773551440396750848,266672226
773551440396750848,1894688462
773551440396750848,1197364472
2212175950,1944813044
2212175950,2825319795
2212175950,1047759056570634240
2212175950,1377508237
2212175950,434134329
2212175950,1351525075636334596
2212175950,786349394945769473
2212175950,3461080168
2212175950,238547567
2212175950,3448424537
2212175950,1584068149
2212175950,939653978
1471557842746413056,3024173151
1471557842746413056,859782757
1471557842746413056,304081532
1471557842746413056,3361911605
1471557842746413056,494192293
1471557842746413056,3543404475
1471557842746413056,2358519062
1471557842746413056,3313541309
1471557842746413056,1327007952
1471557842746413056,41583102
1446608977,592689726
1446608977,957508652
1446608977,362760869
1446608977,200911646
1446608977,306403783
1446608977,214024989
1446608977,2335593372
1446608977,2176880025
1446608977,374972179
1446608977,2507140072
2684698714,1375573718882250756
2684698714,4796062241
2684698714,917658392289832960
2684698714,1200040176980021249
2684698714,314135200
2684698714,1237713161249325057
2684698714,182405110
2684698714,2492821183
2684698714,129596166
2684698714,217100497
2684698714,301992412
2684698714,3288774521
2684698714,121194033
2684698714,954995594371780608
2684698714,925236980153241600
2301878362,266568867
2301878362,558820425
2301878362,558854512
2301878362,11206062
2301878362,1371093594761748482
2301878362,506162394
2301878362,167163319
2301878362,399421979
2301878362,709501533570859009
2301878362,334016425
2301878362,751638409
2301878362,3180377139
2301878362,818447429771083776
2301878362,917487265747783682
2301878362,363090241
2301878362,914918630114152449
2301878362,1040710262
2301878362,872893392526745600
2301878362,702859109
2301878362,722384719577509888
2301878362,382214993
2301878362,561256830
2301878362,436779980
2301878362,110515420
2301878362,1240965553
2301878362,2989208337
2301878362,240815044
2301878362,303815716
2301878362,283563604
97476699,424449006
97476699,73724257
97476699,808392722801430528
97476699,236654908
97476699,3180377139
97476699,1032370763767197698
97476699,44003331
97476699,507989295
97476699,2804775274
97476699,267903431
97476699,371455105
97476699,717952863729819650
97476699,2434385654
97476699,4690466899
284606564,130582940
284606564,1208441448
284606564,3345273221
284606564,871505783040724992
284606564,299300002
284606564,2840216009
284606564,4164910119
284606564,59753785
284606564,1459410144
284606564,421881152
284606564,706137904393953280
284606564,1117185174
284606564,250795760
284606564,1056832545021747200
284606564,1004695534249144448
284606564,637285551
284606564,932755960510205952
284606564,948880454341545984
284606564,938098948199407616
284606564,902810463565746176
284606564,177881227
284606564,1818316657
284606564,106503989
284606564,578935224
284606564,761924904518320128
284606564,824860304844607488
284606564,384909875
284606564,184391243
284606564,523756244
284606564,372809166
284606564,621847879
284606564,549988075
284606564,775353866166669312
284606564,220353447
284606564,256025198
284606564,866562426
284606564,950441600
284606564,412189807
284606564,1322847133
284606564,2886034473
284606564,3159303038
284606564,3042676835
284606564,280197601
284606564,2461041272
284606564,1068221552
284606564,2810401427
284606564,1021840286
284606564,418624235
284606564,1975446278
284606564,954406662
284606564,86917075
284606564,4866223696
284606564,110382698
284606564,30690814
284606564,1017631777
284606564,2690666503
284606564,211088013
284606564,2572615507
284606564,328925631
284606564,3423950254
284606564,471359894
284606564,2493549979
284606564,1705360764
284606564,125397419
284606564,254505692
284606564,497802333
284606564,2456599982
284606564,2468284069
284606564,411853487
284606564,400267045
284606564,2816733186
284606564,185776745
284606564,2949996867
284606564,263637090
284606564,2355966264
284606564,1589213438
284606564,1499420088
284606564,2723785525
284606564,2821361889
284606564,400024956
284606564,240180218
284606564,550792130
284606564,1528309298
284606564,242362856
284606564,581277551
284606564,27600730
284606564,236579300
284606564,178794721
284606564,85384885
284606564,188289249
284606564,60565492
284606564,309165743
284606564,1463723012
284606564,167335610
103907440,17896683
103907440,314135200
103907440,808392722801430528
103907440,1971030559
103907440,251991815
103907440,1097953645239382016
103907440,896059800907395078
103907440,637285551
103907440,3345273221
103907440,281102283
103907440,263697071
185663605,130582940
185663605,1483353837545132040
185663605,913736527657799680
185663605,1444080444006404097
185663605,1262293946870497281
185663605,917658392289832960
185663605,633009378
185663605,1200040176980021249
185663605,1371093594761748482
185663605,3115089646
185663605,837069790728581120
185663605,941999574
185663605,916401257404911616
185663605,761265888138067968
185663605,1036733914868535296
185663605,1185277918697656320
185663605,1207980908206313473
185663605,1170016721756938241
185663605,1179768834686889987
185663605,1185552115957153793
185663605,2817788996
185663605,1065579556508192769
185663605,2492821183
185663605,1236728083
185663605,792096612080287744
185663605,1715701052
185663605,806914910
185663605,308616565
185663605,924654570529280001
185663605,1411225417
185663605,3385594173
185663605,910732480860360705
185663605,1613297120
185663605,864827592
185663605,432472316
185663605,625877136
185663605,306464226
185663605,921714869069647874
185663605,4328039002
185663605,299300002
185663605,825657906733383681
185663605,2720891199
185663605,460093827
185663605,418898601
185663605,257905186
185663605,186979903
185663605,249726574
185663605,913736527657799552
185663605,1262293946870497280
185663605,129596166
185663605,1444080444006404096
185663605,910732480860360832
185663605,591004240
185663605,1389664322390044672
185663605,1036733914868535168
185663605,1371093594761748480
185663605,114876645
185663605,1052447667194880000
185663605,562878238
185663605,3159191408
185663605,143033494
185663605,1217798050661400576
185663605,556088690
185663605,1185552115957153792
185663605,303110419
185663605,924654570529280000
185663605,1207980908206313472
185663605,1179768834686889984
185663605,373469119
185663605,300995227
185663605,506371492
185663605,1065579556508192768
185663605,1420439120
185663605,428308122
185663605,280002552
185663605,136782476
185663605,1101800815
185663605,2495912628
185663605,358205905
185663605,833782504196812800
185663605,895590524618493952
185663605,271840492
185663605,857798252
185663605,950441600
185663605,475633120
185663605,388515771
185663605,437017071
185663605,825657906733383680
185663605,794242255557165056
185663605,190641230
185663605,1339238959
185663605,716267166945951744
185663605,84053338
185663605,973575319
185663605,1322847133
1863450744,903692698053431297
1863450744,1315285375456342016
1863450744,88677198
1863450744,943596559
1863450744,1080883339224117248
1863450744,1019414035807252481
1863450744,965249295728422912
1863450744,937663471289880576
1863450744,871505783040724992
1863450744,2989208337
1863450744,550521499
1863450744,108332472
1863450744,2921653967
1146878247394828416,558820425
1146878247394828416,1029096231254089729
1146878247394828416,1047759056570634240
1146878247394828416,721309704471900160
1146878247394828416,1351525075636334596
1146878247394828416,904820547393122305
1146878247394828416,494192293
1146878247394828416,238547567
1146878247394828416,993490576002703360
1146878247394828416,118361672
1146878247394828416,415511788
776269374801973248,266568867
776269374801973248,1944813044
776269374801973248,957237770765955072
776269374801973248,1374819841916407810
776269374801973248,1029096231254089729
776269374801973248,220817838
776269374801973248,859782757
776269374801973248,1035437066283311105
776269374801973248,399421979
776269374801973248,141996799
776269374801973248,914058116047802368
776269374801973248,939884648787857410
776269374801973248,3361911605
776269374801973248,698888332953174016
776269374801973248,129596166
776269374801973248,470292454
776269374801973248,3543404475
776269374801973248,4088617636
776269374801973248,3423950254
776269374801973248,1678851133
776269374801973248,2358519062
776269374801973248,397520970
776269374801973248,266672226
776269374801973248,121203163
776269374801973248,592689726
776269374801973248,1327007952
776269374801973248,925236980153241600
776269374801973248,1686433608
776269374801973248,1894688462
776269374801973248,214024989
776269374801973248,267903431
740171982570917888,1944813044
740171982570917888,1029096231254089729
740171982570917888,220817838
740171982570917888,1531006597
740171982570917888,262284145
740171982570917888,399421979
740171982570917888,251991815
740171982570917888,129596166
740171982570917888,3342487444
740171982570917888,266672226
740171982570917888,1894688462
940292815438930048,130582940
940292815438930048,20760565
940292815438930048,3312351815
940292815438930048,236654908
940292815438930048,2492821183
940292815438930048,129596166
940292815438930048,1000390695448915968
940292815438930048,1026489297199874048
940292815438930048,1357965919
940292815438930048,910732480860360705
940292815438930048,121194033
940292815438930048,954995594371780608
940292815438930048,432472316
940292815438930048,78573016
940292815438930048,404936529
940292815438930048,997486208
799922039528230912,130582940
799922039528230912,1106978031040688000
799922039528230912,1316651706428649472
799922039528230912,1127745387849187200
799922039528230912,1337898143283863552
799922039528230912,389908307
799922039528230912,22628099
799922039528230912,1033361177496219648
799922039528230912,428308122
799922039528230912,829006602967609344
799922039528230912,881936659
799922039528230912,972994613349965824
799922039528230912,256938896
710205039361527808,130582940
710205039361527808,767152999
710205039361527808,1122482368638541825
710205039361527808,1175120371382673408
710205039361527808,1103975527323443200
710205039361527808,965249295728422912
710205039361527808,3448424537
710205039361527808,250621001
710205039361527808,107136716
710205039361527808,1255505664
705111386666438656,130582940
705111386666438656,3024173151
705111386666438656,817472361809244160
705111386666438656,850758341634797568
705111386666438656,1505683275779657728
705111386666438656,997147100780654592
705111386666438656,751543342606024704
705111386666438656,1235168216961486848
705111386666438656,877445924070592512
705111386666438656,185582430
705111386666438656,299300002
779668359818383360,130582940
779668359818383360,2902465745
779668359818383360,88677198
779668359818383360,299300002
779668359818383360,927245130712665984
779668359818383360,2978537039
779668359818383360,4173352294
779668359818383360,826782324243173376
779668359818383360,583606850
779668359818383360,1254587227
779668359818383360,801182213891129344
779668359818383360,169606752
779668359818383360,372809166
779668359818383360,421881152
779668359818383360,789897513356656640
779668359818383360,250621001
779668359818383360,108332472
826408792841654272,1200040176980021249
826408792841654272,822876702
826408792841654272,808392722801430528
826408792841654272,236654908
826408792841654272,3180377139
826408792841654272,896059800907395078
826408792841654272,121194033
826408792841654272,954995594371780608
826408792841654272,373834199
826408792841654272,432472316
826408792841654272,78573016
826408792841654272,925236980153241600
826408792841654272,216639700
826408792841654272,59753785
915311247775686784,130582940
915311247775686784,913736527657799680
915311247775686784,1262293946870497281
915311247775686784,837069790728581120
915311247775686784,916401257404911616
915311247775686784,830709642598686720
915311247775686784,924654570529280001
915311247775686784,864827592
915311247775686784,954995594371780608
915311247775686784,625877136
748640171290136576,245811561
748640171290136576,965249295728422912
748640171290136576,937663471289880576
748640171290136576,110515420
748640171290136576,853253024877342721
748640171290136576,299300002
748640171290136576,3432205816
748640171290136576,250621001
748640171290136576,826782324243173376
748640171290136576,108332472
177881227,130582940
177881227,625641074
177881227,3115089646
177881227,1341653773
177881227,808392722801430528
177881227,236654908
177881227,422707072
177881227,1971030559
177881227,698888332953174016
177881227,380936789
177881227,1027170331549687809
177881227,3423950254
177881227,183782853
177881227,910732480860360705
177881227,1092349920
177881227,507989295
177881227,432472316
177881227,78573016
177881227,421795603
177881227,4328039002
177881227,1894688462
177881227,837348810875670528
177881227,421881152
177881227,167335610
177881227,375687402
177881227,4690466899
177881227,511022721
710205039361527809,1183769252144263168
710205039361527809,1455792244569616384
710205039361527809,1483011264
710205039361527809,767152999
710205039361527809,583606850
710205039361527809,1412656781340418048
710205039361527809,3407702043
710205039361527809,143102417
710205039361527809,1338226889790513152
710205039361527809,602601186
710205039361527809,2238155017
710205039361527809,808323322681430016
710205039361527809,3448424537
710205039361527809,1102673386151600000
710205039361527809,1460679090
710205039361527809,405636309
710205039361527809,1333723615171391488
710205039361527809,1166808884213964800
710205039361527809,233649833
710205039361527809,358724742
710205039361527809,885151392708669440
710205039361527809,163816836
710205039361527809,706450767021002752
710205039361527809,965249295728422784
710205039361527809,318001407
710205039361527809,695956402628620288
710205039361527809,846975275661496320
710205039361527809,844380139
710205039361527809,2992380891
710205039361527809,928971276684840960
710205039361527809,1255505664
710205039361527809,1122482368638541824
710205039361527809,525287318
710205039361527809,193821864
710205039361527809,860162320936443904
710205039361527809,1499289019
710205039361527809,211095841
710205039361527809,1322847133
730088670133358593,2525674150
730088670133358593,1103037730823512064
730088670133358593,1032370763767197568
730088670133358593,860162320936443904
730088670133358593,702859109
730088670133358593,79178201
730088670133358593,902810463565746176
730088670133358593,220482519
730088670133358593,3188231428
730088670133358593,339548478
730088670133358593,298157871
730088670133358593,761924904518320128
730088670133358593,3246135777
730088670133358593,30690814
730088670133358593,950441600
730088670133358593,801182213891129344
730088670133358593,4785761783
730088670133358593,556182051
730088670133358593,2461041272
730088670133358593,4887776950
730088670133358593,400024956
730088670133358593,84053338
730088670133358593,234302670
730088670133358593,1322847133
730088670133358593,3042676835
625877136,130582940
625877136,913736527657799680
625877136,1527372918199447552
625877136,1444080444006404097
625877136,1262293946870497281
625877136,1389664322390044675
625877136,592641409
625877136,1371093594761748482
625877136,3115089646
625877136,837069790728581120
625877136,1923788726
625877136,941999574
625877136,916401257404911616
625877136,761265888138067968
625877136,1047888289
625877136,1036733914868535296
625877136,1185277918697656320
625877136,1215725567116554240
625877136,1207980908206313473
625877136,1179768834686889987
625877136,1185489490367930368
625877136,1185552115957153793
625877136,2817788996
625877136,1065579556508192769
625877136,2492821183
625877136,792096612080287744
625877136,1715701052
625877136,806914910
625877136,308616565
625877136,924654570529280001
625877136,1411225417
625877136,463197350
625877136,405392911
625877136,864827592
625877136,198223934
625877136,3180591257
625877136,913736527657799552
625877136,1262293946870497280
625877136,1389361016287514624
625877136,857798252
625877136,1444080444006404096
625877136,591004240
625877136,136782476
625877136,1389664322390044672
625877136,1371093594761748480
625877136,1052447667194880000
625877136,506371492
625877136,271840492
625877136,1065579556508192768
625877136,186979903
625877136,1217798050661400576
625877136,460093827
625877136,1179768834686889984
625877136,1420439120
625877136,280002552
625877136,306464226
625877136,303110419
625877136,1207980908206313472
625877136,825657906733383680
625877136,418898601
625877136,1036733914868535168
625877136,924654570529280000
625877136,950441600
625877136,1185552115957153792
625877136,388515771
625877136,2720891199
625877136,1327353620
625877136,358205905
625877136,927288102720327552
625877136,1680733219
625877136,825545496
625877136,1292660252
625877136,562878238
625877136,285041676
625877136,1066139610
625877136,2902471995
625877136,452978057
625877136,825657906733383681
625877136,257905186
2558484630,17896683
2558484630,20760565
2558484630,3312351815
2558484630,886438932
2558484630,709501533570859009
2558484630,3180377139
2558484630,896059800907395078
2558484630,3543404475
2558484630,331825034
2558484630,273919010
2558484630,78573016
2558484630,250621001
2558484630,167335610
80863396,17896683
80863396,822876702
80863396,73724257
80863396,193679972
80863396,1208441448
80863396,3345273221
80863396,281102283
80863396,4164910119
80863396,59753785
80863396,4213512189
80863396,717952863729819650
2841116848,712017515136864259
2841116848,822876702
2841116848,262284145
2841116848,589413184
2841116848,3313541309
2841116848,507989295
2841116848,796618014
2841116848,4164910119
2841116848,59753785
2841116848,421881152
2841116848,1255505664
2408620209,1029096231254089729
2408620209,1035437066283311105
2408620209,399421979
2408620209,914058116047802368
2408620209,266672226
2408620209,1686433608
2408620209,382214993
2408620209,871505783040724992
2408620209,4328039002
2408620209,826782324243173376
2408620209,1197364472
2408620209,267903431
348315827,14047971
348315827,13955192
348315827,808392722801430528
348315827,2645831366
348315827,1192923082664620033
348315827,129596166
348315827,3543404475
348315827,954995594371780608
348315827,432472316
348315827,3345273221
348315827,632880498
3313541309,130582940
3313541309,1529928788880113664
3313541309,894883735077756928
3313541309,301458256
3313541309,206698353
3313541309,532380010
3313541309,338255079
3313541309,235326679
3313541309,394296011
3313541309,3295461658
3313541309,267058747
3313541309,2980311131
3313541309,3033317963
3313541309,3172459528
3313541309,256025198
3313541309,4143756519
3313541309,251241171
3313541309,1286184110
3313541309,1103488309
3313541309,142331814
3313541309,372809166
3313541309,516478373
3313541309,74161617
3313541309,1527419004
3313541309,973575319
1310515392,903692698053431297
1310515392,13955192
1310515392,317156941
1310515392,88677198
1310515392,4405192696
1310515392,110515420
1310515392,1066277888
1310515392,299300002
1310515392,1240965553
1310515392,2989208337
1310515392,550521499
1310515392,1128829723
1310515392,108332472
15909060,14047971
15909060,957237770765955072
15909060,20760565
15909060,13955192
15909060,399421979
15909060,1254801110180773888
15909060,3014280700
15909060,44003331
15909060,266672226
15909060,3288774521
15909060,954995594371780608
15909060,3345273221
144933060,942513514316488705
144933060,217176854
144933060,236654908
144933060,943596559
144933060,1080883339224117248
144933060,1557933163
144933060,78573016
144933060,421795603
144933060,4164910119
144933060,216639700
144933060,59753785
2228912329,1045211624
2228912329,818447429771083776
2228912329,702859109
2228912329,3129259899
2228912329,447460636
2228912329,851377436621246466
2228912329,240815044
2228912329,706137904393953280
2228912329,2744826967
2228912329,715619472103575552
2228912329,833765118
